63,,幾分,いくぶん,,somewhat
64,,生け花,いけばな,,(1) flower arrangement
65,,以後,いご,,"after this,from now on,hereafter,thereafter"
66,,以降,いこう,,"on and after,hereafter,thereafter"
67,,,イコール,,equal
68,,勇ましい,いさましい,,"brave,valiant,gallant,courageous"
69,,衣食住,いしょくじゅう,,"necessities of life (food, clothing, etc.)"
70,,意地悪,いじわる,,"malicious,ill-tempered,unkind"
71,,,いちいち,,"one by one,separately"
72,,一応,いちおう,,"once,tentatively,in outline,for the time being"
73,,一段と,いちだんと,,"greater,more,further,still more"
74,,一流,いちりゅう,,"first class,top grade,foremost,top-notch"
75,,佚,いつ,,"be lost,peace,hide,mistake,beautiful,in turn"
76,,一昨日,いっさくじつ,,day before yesterday
77,,一昨年,いっさくねん,,year before last
78,,一斉,いっせい,,"simultaneous,all at once"
79,,一旦,いったん,,"once,for a moment,one morning,temporarily"
80,,一定,いってい,,"fixed,settled,definite"
81,,,いっていらっしゃい,,
82,,,いってらっしゃい,,
83,,,いってまいります,,
84,,,いつのまにか,,"before one knows,unnoticed,unawares"
85,,移転,いてん,,"moving,transfer,demise"
86,,井戸,いど,,water well
87,,緯度,いど,,latitude (nav.)
88,,従姉妹,いとこ,,cousin (female)
89,,威張る,いばる,,"to be proud,to swagger"
90,,嫌がる,いやがる,,"to hate,to dislike"
91,,,いよいよ,,"more and more,all the more,increasingly,at last,beyond doubt"
92,,煎る,いる,,"to parch,to fry"
93,,炒る,いる,,
94,,入れ物,いれもの,,"container,case,receptacle"
95,,,インキ,,ink
96,,,インタビュー,,interview
97,,引力,いんりょく,,gravity
98,,,ウーマン,,woman
99,,,ウール,,wool
100,,,ウエートレス,,waitress
101,,植木,うえき,,"garden shrubs,trees,potted plant"
102,,飢える,うえる,,to starve
103,,浮ぶ,うかぶ,,"to float,to rise to surface,to come to mind"
104,,浮かべる,うかべる,,"to float,to express,to look (sad, glad)"
105,,浮く,うく,,"to float,to become merry,to become loose"
106,,承る,うけたまわる,,"(hum) to hear,to be told,to know"
107,,受取,うけとり,,receipt
108,,受け持つ,うけもつ,,to take (be in) charge of
109,,薄暗い,うすぐらい,,"dim,gloomy"
110,,薄める,うすめる,,"to dilute,to water down"
111,,打合せ,うちあわせ,,"business meeting,previous arrangement,appointment"
112,,打ち消す,うちけす,,"to deny,to negate,to contradict"
113,,討つ,うつ,,"to attack,to avenge"
114,,,うっかり,,"carelessly,thoughtlessly,inadvertently"
115,,映す,うつす,,"to project,to reflect,to cast (shadow)"
116,,写る,うつる,,"to be photographed,to be projected"
117,,映る,うつる,,"to be reflected,to harmonize with,to come out (photo)"
118,,,うどん,,noodles (Japanese)
119,,有無,うむ,,"yes or no,existence,flag indicator (comp),presence or absence marker"
120,,埋める,うめる,,"to bury,to fill up,to fill (a seat, a vacant position)"
121,,敬う,うやまう,,"to show respect,to honour"
122,,裏返す,うらがえす,,"to turn inside out,to turn (something) over"
123,,裏口,うらぐち,,"backdoor,rear entrance"
124,,占う,うらなう,,"to forecast,to predict"
125,,恨み,うらみ,,resentment
126,,恨む,うらむ,,"to curse,to feel bitter"
127,,羨ましい,うらやましい,,"envious,enviable"
128,,羨む,うらやむ,,to envy
129,,売上,うりあげ,,"amount sold,proceeds"
130,,売り切れ,うりきれ,,sold-out
131,,売り切れる,うりきれる,,to be sold out
132,,売行き,うれゆき,,sales
133,,,うろうろ,,"loiteringly,aimless wandering"
134,,運河,うんが,,"canal,waterway"
135,,,うんと,,"a great deal,very much"
136,,英文,えいぶん,,sentence in English
137,,英和,えいわ,,English-Japanese (e.g. dictionary)
138,,,ええと,,"let me see,well,er...."
139,,液体,えきたい,,"liquid,fluid"
140,,,エチケット,,etiquette
141,,絵の具,えのぐ,,"colors,paints"
142,,,エプロン,,apron
143,,偉い,えらい,,"great,celebrated,eminent,terrible,awful,famous,remarkable,excellent"
144,,宴会,えんかい,,"party,banquet"
145,,園芸,えんげい,,"horticulture,gardening"
146,,演劇,えんげき,,play (theatrical)
147,,円周,えんしゅう,,circumference
148,,遠足,えんそく,,"trip,hike,picnic"
149,,延長,えんちょう,,"extension,elongation,prolongation,lengthening"
150,,煙突,えんとつ,,chimney
151,,追い掛ける,おいかける,,"to chase or run after someone,to run down,to pursue"
152,,追い越す,おいこす,,"to pass (e.g. car),to outdistance,to outstrip"
153,,,オイル,,"oil,engine oil,kerosene"
154,,応援,おうえん,,"aid,assistance,help,reinforcement"
155,,王女,おうじょ,,princess
156,,応ずる,おうずる,,"to answer,to respond,to meet,to satisfy,to accept"
157,,応接,おうせつ,,reception
158,,応対,おうたい,,"receiving,dealing with"
159,,往復,おうふく,,"(col) round trip,coming and going,return ticket"
160,,欧米,おうべい,,"Europe and America,the West"
161,,応用,おうよう,,"application,put to practical use"
162,,,オーケストラ,,orchestra
163,,,おおざっぱ,,"rough (not precise),broad,sketchy"
164,,大通り,おおどおり,,main street
165,,,オートメーション,,automation
166,,,オーバーコート,,
167,,大凡,おおよそ,,"about,roughly,as a rule,approximately"
168,,お帰り,おかえり,,"return,welcome"
169,,,おかけください,,
170,,,おかげさまで,,"Thanks to god,thanks to you"
171,,,おかず,,"side dish,accompaniment for rice dishes"
172,,拝む,おがむ,,"to worship,to beg,to make a supplication"
173,,お代わり,おかわり,,"second helping,another cup"
174,,補う,おぎなう,,to compensate for
175,,,おきのどくに,,
176,,屋外,おくがい,,outdoors
177,,,おくさん,,"(hon) wife,your wife,madam"
178,,送り仮名,おくりがな,,part of word written in kana
179,,,おげんきで,,
180,,怠る,おこたる,,"to neglect,to be off guard,to be feeling better"
181,,押える,おさえる,,"to stop,to restrain,to seize,to repress,to suppress,to press down"
182,,,おさきに,,"before,ahead,previously"
183,,納める,おさめる,,"to obtain,to reap,to pay,to supply,to accept"
184,,治める,おさめる,,"(1) to govern,to manage,(2) to subdue"
185,,惜しい,おしい,,"regrettable,disappointing,precious"
186,,御辞儀,おじぎ,,bow
187,,伯父さん,おじさん,,"middle-aged gentleman,uncle"
188,,小父さん,おじさん,,"middle-aged gentleman,uncle"
189,,叔父さん,おじさん,,"middle-aged gentleman,uncle"
190,,,おしゃれ,,"smartly dressed,someone smartly dressed,fashion-conscious"
191,,,おじゃまします,,Excuse me for disturbing you
192,,教わる,おそわる,,to be taught
193,,,おだいじに,,Take care of yourself
194,,落着く,おちつく,,"to calm down,to settle down"
195,,御手洗,おてあらい,,font of purifying water placed at entrance of shrine
196,,お出掛け,おでかけ,,
197,,お手伝いさん,おてつだいさん,,maid
198,,,おどかす,,"to threaten,to coerce"
199,,落し物,おとしもの,,lost property
200,,,おととい,,day before yesterday
201,,,おととし,,year before last
202,,,おとなしい,,"obedient,docile,quiet"
203,,驚かす,おどろかす,,"to surprise,to frighten,to create a stir"
204,,,おねがいします,,please
205,,各々,おのおの,,"each,every,either,respectively,severally"
206,,伯母さん,おばさん,,(hon) aunt
207,,叔母さん,おばさん,,"(1) aunt,(2) middle-aged lady"
208,,,おはよう,,(abbr) Good morning
209,,お参り,おまいり,,"worship,shrine visit"
210,,,おまたせしました,,Sorry to have kept you waiting
211,,,おまちください,,Please wait a moment
212,,,おまちどおさま,,Sorry to have kept you waiting
213,,,おめでたい,,"happy event,matter for congratulation,auspicious event,pregnancy"
214,,思い掛けない,おもいがけない,,"unexpected,casual"
215,,思い込む,おもいこむ,,"to be under impression that,to be convinced that"
216,,思いっ切り,おもいっきり,,
217,,思い付く,おもいつく,,"to think of,to hit upon"
218,,重たい,おもたい,,"heavy,massive,serious"
219,,,おやすみ,,"(1) holiday,absence,rest,(2) (exp) Good night"
220,,,おやつ,,"(1) between meal snack,afternoon refreshment"
221,,親指,おやゆび,,thumb
222,,,オルガン,,organ
223,,卸す,おろす,,"to sell wholesale,grated (vegetables)"
224,,恩恵,おんけい,,"grace,favor,blessing,benefit"
225,,温室,おんしつ,,greenhouse
226,,温泉,おんせん,,"spa,hot spring,onsen"
227,,温帯,おんたい,,temperate zone
228,,御中,おんちゅう,,"and Company,Messrs."
229,,女の人,おんなのひと,,woman
230,,蚊,か,,mosquito
231,,,カーブ,,"(1) curve,(2) curve ball (baseball)"
232,,貝,かい,,"shell,shellfish"
233,,開会,かいかい,,opening of a meeting
234,,会館,かいかん,,"meeting hall,assembly hall"
235,,改札,かいさつ,,examination of tickets
236,,解散,かいさん,,"breakup,dissolution"
237,,海水浴,かいすいよく,,"sea bathing,seawater bath"
238,,回数,かいすう,,"number of times,frequency"
239,,回数券,かいすうけん,,book of tickets
240,,改正,かいせい,,"revision,amendment,alteration"
241,,快晴,かいせい,,good weather
242,,解説,かいせつ,,"explanation,commentary"
243,,改造,かいぞう,,"(1) remodeling,(2) modding (comp)"
244,,開通,かいつう,,"opening,open"
245,,回転,かいてん,,"rotation,revolution,turning"
246,,解答,かいとう,,"answer,solution"
247,,回答,かいとう,,"reply,answer"
248,,外部,がいぶ,,"the outside,external"
249,,解放,かいほう,,"release,liberation,emancipation"
250,,開放,かいほう,,"open,throw open,liberalization"
251,,海洋,かいよう,,ocean
252,,概論,がいろん,,"intro,outline,general remarks"
253,,帰す,かえす,,to send back
254,,却って,かえって,,"on the contrary,rather,all the more,instead"
255,,代える,かえる,,"to exchange,to interchange,to substitute,to replace"
256,,反る,かえる,,"to warp,to be warped,to curve"
257,,家屋,かおく,,"house,building"
258,,係わる,かかわる,,"to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)"
259,,書留,かきとめ,,"writing down,putting on record,recording,making a note of,registration (of mail)"
260,,書取,かきとり,,dictation
261,,垣根,かきね,,hedge
262,,掻く,かく,,"to scratch,to perspire"
263,,嗅ぐ,かぐ,,"to sniff,to smell"
264,,架空,かくう,,"aerial,overhead,fiction,fanciful"
265,,各自,かくじ,,"individual,each"
266,,拡充,かくじゅう,,expansion
267,,学術,がくじゅつ,,"science,learning,scholarship"
268,,各地,かくち,,"every place,various places"
269,,拡張,かくちょう,,"expansion,extension,enlargement,escape (ESC)"
270,,角度,かくど,,angle
271,,学年,がくねん,,"year in school,grade in school"
272,,学部,がくぶ,,"department of a university,undergraduate"
273,,格別,かくべつ,,exceptional
274,,確率,かくりつ,,probability
275,,学力,がくりょく,,"scholarship,knowledge,literary ability"
276,,掛け算,かけざん,,multiplication
277,,可決,かけつ,,"approval,adoption (e.g. motion, bill),passage"
278,,火口,かこう,,"a burner,origin of a fire"
279,,下降,かこう,,"downward,descent,fall,drop,subsidence"
280,,重なる,かさなる,,"to be piled up,lie on top of one another,overlap each other"
281,,重ねる,かさねる,,"to pile up,to put something on another,to heap up,to add,to repeat"
282,,飾り,かざり,,decoration
283,,火山,かざん,,volcano
284,,,かしこまりました,,certainly!
285,,貸し出し,かしだし,,"lending,loaning"
286,,過失,かしつ,,"error,blunder,accident"
287,,果実,かじつ,,"fruit,nut,berry."
288,,貸間,かしま,,room to let
289,,貸家,かしや,,house for rent
290,,個所,かしょ,,"passage,place,point,part"
291,,過剰,かじょう,,"excess,over-"
292,,,かじる,,"to chew,to bite (at),to gnaw,to nibble"
293,,課税,かぜい,,taxation
294,,下線,かせん,,"underline,underscore"
295,,,カセット,,cassette (tape)
296,,加速,かそく,,acceleration
297,,加速度,かそくど,,acceleration
298,,固い,かたい,,"stubborn,firm (not viscous or easily moved)"
299,,堅い,かたい,,"hard (esp. wood),steadfast,honorable,stuffy writing"
300,,片仮名,かたかな,,katakana
301,,片付く,かたづく,,"to put in order,to dispose of,to solve"
302,,塊,かたまり,,"lump,mass,clod,cluster"
303,,固まる,かたまる,,"to harden,to solidify,to become firm,to become certain"
304,,片道,かたみち,,one-way (trip)
305,,傾く,かたむく,,"to incline toward,to slant,to lurch"
306,,片寄る,かたよる,,"to be one-sided,to incline,to be partial"
307,,学科,がっか,,"study subject,course of study"
308,,学会,がっかい,,"scientific society,academic meeting"
309,,楽器,がっき,,musical instrument
310,,学級,がっきゅう,,grade in school
311,,担ぐ,かつぐ,,"to shoulder,to carry on shoulder"
312,,括弧,かっこ,,"parenthesis,brackets"
313,,活字,かつじ,,printing type
314,,活躍,かつやく,,activity
315,,活力,かつりょく,,"vitality,energy"
316,,仮定,かてい,,"assumption,supposition,hypothesis"
317,,過程,かてい,,process
318,,課程,かてい,,"course,curriculum"
319,,仮名,かな,,"(n) alias,pseudonym,pen name"
320,,仮名遣い,かなづかい,,"kana orthography,syllabary spelling"
321,,鐘,かね,,"bell,chime"
322,,加熱,かねつ,,heating
323,,兼ねる,かねる,,"to hold (position),to serve,to be unable"
324,,,カバー,,cover (ex. book)
325,,過半数,かはんすう,,majority
326,,被せる,かぶせる,,to cover (with something)
327,,釜,かま,,"iron pot,kettle"
328,,紙屑,かみくず,,wastepaper
329,,神様,かみさま,,god
330,,剃刀,かみそり,,razor
331,,,ガム,,chewing gum
332,,貨物,かもつ,,"cargo,freight"
333,,,かゆい,,"itchy,itching"
334,,歌謡,かよう,,"song,ballad"
335,,殻,から,,"shell,husk,hull,chaff"
336,,,カラー,,"collar,color,colour"
337,,,からかう,,"to ridicule,to tease,to banter with,to make fun of"
338,,空っぽ,からっぽ,,"empty,vacant,hollow"
339,,,かるた,,(n) playing cards (pt: carta)
340,,枯れる,かれる,,"to wither,to die (plant),to be blasted (plant)"
341,,,カロリー,,calorie
342,,,かわいがる,,"to love,to be affectionate"
343,,乾かす,かわかす,,"to dry (clothes, etc.),to desiccate"
344,,渇く,かわく,,to be thirsty
345,,為替,かわせ,,"money order,exchange"
346,,瓦,かわら,,roof tile
347,,代る,かわる,,"(v5r,vi) to take the place of,to relieve,to be substituted for"
348,,間隔,かんかく,,"space,interval,SPC"
349,,換気,かんき,,ventilation
350,,感激,かんげき,,"deep emotion,impression,inspiration"
351,,関西,かんさい,,
352,,鑑賞,かんしょう,,appreciation
353,,感ずる,かんずる,,"to feel,to sense"
354,,間接,かんせつ,,"indirection,indirectness"
355,,乾燥,かんそう,,"dry,arid,insipid,dehydrated"
356,,感想,かんそう,,"impressions,thoughts"
357,,観測,かんそく,,observation
358,,寒帯,かんたい,,frigid zone
359,,官庁,かんちょう,,"government office,authorities"
360,,勘違い,かんちがい,,"misunderstanding,wrong guess"
361,,缶詰,かんづめ,,"packing (in cans),canning,canned goods,tin can"
362,,乾電池,かんでんち,,"dry cell,battery"
363,,関東,かんとう,,"eastern half of Japan, including Tokyo"
364,,観念,かんねん,,"(1) idea,notion,conception,(2) sense (e.g. of duty)"
365,,乾杯,かんぱい,,toast (drink)
366,,看板,かんばん,,"sign,signboard,doorplate,poster"
367,,看病,かんびょう,,nursing (a patient)
368,,冠,かんむり,,"crown,diadem,first,best"
369,,漢和,かんわ,,Chinese Character-Japanese (e.g. dictionary)
370,,気圧,きあつ,,atmospheric pressure
371,,器械,きかい,,instrument
372,,着替え,きがえ,,"changing clothes,change of clothes"
373,,機関車,きかんしゃ,,"locomotive,engine"
374,,飢饉,ききん,,famine
375,,器具,きぐ,,utensil
376,,期限,きげん,,"term,period"
377,,記号,きごう,,"symbol,code"
378,,刻む,きざむ,,"to mince,to carve,to engrave"
379,,儀式,ぎしき,,"ceremony,rite,ritual,service"
380,,基準,きじゅん,,"standard,basis,criteria,norm"
381,,規準,きじゅん,,"standard,basis,criteria,norm"
382,,起床,きしょう,,"rising,getting out of bed"
383,,着せる,きせる,,to put on clothes
384,,基礎,きそ,,"foundation,basis"
385,,気体,きたい,,"vapour,gas"
386,,基地,きち,,base
387,,,きっかけ,,"chance,start,cue,excuse"
388,,,ぎっしり,,"tightly,fully"
389,,基盤,きばん,,"foundation,basis"
390,,客席,きゃくせき,,guest seating
391,,客間,きゃくま,,"parlor,guest room"
392,,,ギャング,,gang
393,,,キャンパス,,campus
394,,休業,きゅうぎょう,,"closed (e.g. store),business suspended,shutdown,holiday"
395,,休講,きゅうこう,,lecture cancelled
396,,休息,きゅうそく,,"rest,relief,relaxation"
397,,給与,きゅうよ,,"allowance,grant,supply"
398,,休養,きゅうよう,,"rest,break,recreation"
399,,清い,きよい,,"clear,pure,noble"
400,,強化,きょうか,,"strengthen,intensify,reinforce,solidify"
401,,境界,きょうかい,,boundary
402,,行事,ぎょうじ,,"event,function"
403,,恐縮,きょうしゅく,,"shame,very kind of you,sorry to trouble"
404,,教養,きょうよう,,"culture,education,refinement,cultivation"
405,,行列,ぎょうれつ,,"(1) line,procession,(2) matrix (math)"
406,,漁業,ぎょぎょう,,fishing (industry)
407,,曲線,きょくせん,,curve
408,,規律,きりつ,,"order,rules,law"
409,,斬る,きる,,"(v5r) to behead,to murder"
410,,気を付ける,きをつける,,"to be careful,to pay attention,to take care"
411,,金魚,きんぎょ,,goldfish
412,,区域,くいき,,"limits,boundary,domain,zone,sphere,territory"
413,,偶数,ぐうすう,,even number
414,,空想,くうそう,,"daydream,fantasy,fancy,vision"
415,,空中,くうちゅう,,"sky,air"
416,,,クーラー,,"cooler,air conditioner"
417,,釘,くぎ,,nail
418,,区切る,くぎる,,"to punctuate,to cut off,to mark off,to stop,to put an end to"
419,,櫛,くし,,comb
420,,,くしゃみ,,sneeze
421,,苦情,くじょう,,"complaint,troubles,objection"
422,,苦心,くしん,,"pain,trouble"
423,,屑,くず,,"waste,scrap"
424,,崩す,くずす,,"to destroy,to pull down,to make change (money)"
425,,薬指,くすりゆび,,ring finger
426,,崩れる,くずれる,,"to collapse,to crumble"
427,,砕く,くだく,,"to break,to smash"
428,,砕ける,くだける,,"to break,to be broken"
429,,,くたびれる,,"to get tired,to wear out"
430,,,くだらない,,"good-for-nothing,stupid,trivial,worthless"
431,,下る,くだる,,"to get down,to descend"
432,,唇,くちびる,,lips
433,,口紅,くちべに,,lipstick
434,,,くっつく,,"to adhere to,to keep close to"
435,,,くっつける,,to attach
436,,,くどい,,"verbose,importunate,heavy (taste)"
437,,句読点,くとうてん,,punctuation marks
438,,配る,くばる,,"to distribute,to deliver"
439,,工夫,くふう,,"labourer,worker"
440,,区分,くぶん,,"division,section,classification"
441,,組合せ,くみあわせ,,combination
442,,組み立てる,くみたてる,,"to assemble,to set up,to construct"
443,,汲む,くむ,,"(1) to draw (water),to dip,to scoop,to pump"
444,,酌む,くむ,,to serve sake
445,,悔しい,くやしい,,"regrettable,mortifying,vexing"
446,,悔やむ,くやむ,,to mourn
447,,,クリーニング,,"cleaning,dry cleaning,laundry service"
448,,,くるむ,,"to be engulfed in,to be enveloped by,to wrap up"
449,,,くれぐれも,,"repeatedly,sincerely,earnestly"
450,,咥える,くわえる,,
451,,郡,ぐん,,"country,district"
452,,稽古,けいこ,,"practice,training,study"
453,,敬語,けいご,,"honorific,term of respect"
454,,蛍光灯,けいこうとう,,"fluorescent lamp,person who is slow to react"
455,,形式,けいしき,,"form,formality,format,math expression"
456,,継続,けいぞく,,continuation
457,,毛糸,けいと,,knitting wool
458,,経度,けいど,,longitude
459,,系統,けいとう,,"system,family line,geological formation"
460,,芸能,げいのう,,"public entertainment,accomplishments,attainments"
461,,競馬,けいば,,horse racing
462,,警備,けいび,,"defense,guard,policing,security"
463,,形容詞,けいようし,,true adjective
464,,形容動詞,けいようどうし,,"adjectival noun,quasi-adjective"
465,,外科,げか,,surgical department
466,,毛皮,けがわ,,"fur,skin,pelt"
467,,激増,げきぞう,,sudden increase
468,,下車,げしゃ,,"alighting,getting off"
469,,下旬,げじゅん,,month (last third of)
470,,下水,げすい,,"drainage,sewage,ditch,gutter,sewerage"
471,,削る,けずる,,"to cut down little by little,to take a percentage"
472,,桁,けた,,"column,beam,digit"
473,,下駄,げた,,"geta (Japanese footwear),wooden clogs"
474,,血圧,けつあつ,,blood pressure
475,,血液,けつえき,,blood
476,,月給,げっきゅう,,monthly salary
477,,傑作,けっさく,,"masterpiece,best work,boner,blunder"
478,,月末,げつまつ,,end of the month
479,,気配,けはい,,"indication,market trend,worry"
480,,下品,げひん,,"vulgarity,meanness,indecency,coarseness"
481,,煙い,けむい,,smoky
482,,蹴る,ける,,to kick
483,,,けれど/けれども,,"but,however"
484,,険しい,けわしい,,"inaccessible place,sharp eyes"
485,,見学,けんがく,,"inspection,study by observation,field trip"
486,,謙虚,けんきょ,,"modesty,humility"
487,,原稿,げんこう,,"manuscript,copy"
488,,原産,げんさん,,"place of origin,habitat"
489,,原始,げんし,,"origin,primeval"
490,,研修,けんしゅう,,training
491,,厳重,げんじゅう,,"strict,rigour,severe,firm"
492,,謙遜,けんそん,,"humble,humility,modesty"
493,,県庁,けんちょう,,prefectural office
494,,限度,げんど,,"limit,bounds"
495,,現に,げんに,,"actually,really"
496,,顕微鏡,けんびきょう,,microscope
497,,原理,げんり,,"principle,theory,fundamental truth"
498,,原料,げんりょう,,raw materials
499,,碁,ご,,Go (board game of capturing territory)
500,,恋しい,こいしい,,"(1) dear,beloved,darling,(2) yearned for"
501,,請う,こう,,"to ask,to request"
502,,工員,こういん,,factory worker
503,,強引,ごういん,,"overbearing,coercive,pushy,forcible,high-handed"
504,,公害,こうがい,,"public nuisance,pollution"
505,,高級,こうきゅう,,"high class,high grade"
506,,公共,こうきょう,,"public,community,public service,society,communal"
507,,工芸,こうげい,,industrial arts
508,,孝行,こうこう,,filial piety
509,,交差,こうさ,,cross
510,,講師,こうし,,lecturer
511,,工事,こうじ,,construction work
512,,公式,こうしき,,"formula,formality,official"
513,,口実,こうじつ,,excuse
514,,こうして,こうして,,thus
515,,校舎,こうしゃ,,school building
516,,公衆,こうしゅう,,the public
517,,香水,こうすい,,perfume
518,,公正,こうせい,,"justice,fairness,impartiality"
519,,功績,こうせき,,"achievements,merit,meritorious service,meritorious deed"
520,,光線,こうせん,,"beam,light ray"
521,,高層,こうそう,,upper
522,,構造,こうぞう,,"structure,construction"
523,,交替,こうたい,,"alternation,change,relief,relay,shift"
524,,耕地,こうち,,arable land
525,,交通機関,こうつうきかん,,transportation facilities
526,,校庭,こうてい,,campus
527,,肯定,こうてい,,"positive,affirmation"
528,,高度,こうど,,"altitude,height,advanced"
529,,高等,こうとう,,"high class,high grade"
530,,合同,ごうどう,,"combination,incorporation,union,amalgamation"
531,,後輩,こうはい,,junior (at work or school)
532,,公表,こうひょう,,"official announcement,proclamation"
533,,鉱物,こうぶつ,,mineral
534,,公務,こうむ,,"official business,public business"
535,,項目,こうもく,,item
536,,紅葉,こうよう,,(1) (Japanese) maple
537,,合理,ごうり,,rational
538,,交流,こうりゅう,,"alternating current,intercourse,(cultural) exchange,intermingling"
539,,合流,ごうりゅう,,"confluence,union,linking up,merge"
540,,効力,こうりょく,,"effect,efficacy,validity,potency"
541,,超える,こえる,,"to exceed,to cross over,to cross"
542,,,コース,,course
543,,,コーラス,,chorus
544,,焦がす,こがす,,"to burn,to scorch,to singe,to char"
545,,国王,こくおう,,king
546,,国籍,こくせき,,nationality
547,,国立,こくりつ,,national
548,,,ごくろうさま,,Thank you very much for your....
549,,焦げる,こげる,,"to burn,to be burned"
550,,凍える,こごえる,,"to freeze,to be chilled,to be frozen"
551,,心当たり,こころあたり,,"having some knowledge of,happening to know"
552,,心得る,こころえる,,"to be informed,to have thorough knowledge"
553,,腰掛け,こしかけ,,"seat,bench"
554,,腰掛ける,こしかける,,to sit (down)
555,,五十音,ごじゅうおん,,the Japanese syllabary
556,,胡椒,こしょう,,pepper
557,,,こしらえる,,"to make,to manufacture"
558,,超す,こす,,"to cross,to pass,to tide over"
559,,擦る,こする,,"to rub,to chafe,to file,to frost (glass),to strike (match)"
560,,,ごぞんじですか,,
561,,個体,こたい,,an individual
562,,御馳走,ごちそう,,"feast,treating (someone)"
563,,,ごちそうさま,,feast
564,,,こちらこそ,,it is I who should say so
565,,小遣い,こづかい,,"personal expenses,pocket money,spending money,incidental expenses,allowance"
566,,,コック,,"(1) cook (nl:),(2) tap,spigot,faucet,cock"
567,,,こっそり,,"stealthily,secretly"
568,,古典,こてん,,"old book,classics,classic"
569,,琴,こと,,Koto (Japanese harp)
570,,言付ける,ことづける,,"to send word,to send a message"
571,,言葉遣い,ことばづかい,,"speech,expression,wording"
572,,,こないだ,,"the other day,lately,recently"
573,,御無沙汰,ごぶさた,,not writing or contacting for a while
574,,,こぼす,,to spill
575,,,こぼれる,,"to overflow,to spill"
576,,塵芥,ごみ,,"trash,rubbish"
577,,,ゴム,,"gum,rubber,eraser"
578,,御免,ごめん,,"your pardon,declining (something),dismissal,permission"
579,,,ごめんください,,May I come in?
580,,小指,こゆび,,little finger
581,,,こらえる,,"to bear,to stand,to endure,to put up with"
582,,娯楽,ごらく,,"pleasure,amusement"
583,,御覧,ごらん,,"(hon) look,inspection,try"
584,,,コレクション,,"(1) collection,(2) correction"
585,,転がす,ころがす,,to roll
586,,転がる,ころがる,,"to roll,to tumble"
587,,紺,こん,,"navy blue,deep blue"
588,,,コンクール,,contest (fr: concours)
589,,,コンクリート,,concrete
590,,混合,こんごう,,"mixing,mixture"
591,,,コンセント,,"(1) consent,(2) concentric"
